Dataset,n,d,Method,Activation,Bin,Bin ID,Bin Rank,Target Coverage,Coverage (mean),Coverage (std),Avg Width (mean),Avg Width (std),Avg Width (orig),Median Width,Width Std,Worst-Bin Cov (mean),Worst-Bin Cov (std),Best-Bin Cov,Cov Range,Bin Count (mean),Winkler Score (mean),Winkler Score (std),Width-Error Corr (mean),Width-Error Corr (std),CCV (mean),CCV (std)
diabetes,442,10,Local CQR (Scott),RELU,Bin 3,1,3,90%,0.8384615384615385,0.08904489925223252,2.615117940537636,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (Scott),RELU,Bin 4,4,4,90%,0.8444444444444444,0.08574694002066834,2.52610802727136,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Scott),RELU,Bin 5,3,5,90%,0.8461538461538461,0.03440104580768905,2.5891071852488348,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (ISJ),RELU,Overall,,,90%,0.7699248120300752,0.04526290810012758,2.2613330156968985,0.14416339261318728,172.11808690684643,2.278098648786545,1.1159863154610181,0.6760683760683761,0.04976874467990347,0.8589743589743589,0.18290598290598292,,4.161878273407771,0.46753348726938854,0.0759397559742796,0.1343220843560491,0.02366167482406799,0.01303973790410498
diabetes,442,10,Local CQR (ISJ),RELU,Bin 1,2,1,90%,0.7407407407407407,0.03312693299999688,2.3044551240488267,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (ISJ),RELU,Bin 2,3,2,90%,0.7461538461538461,0.05217176910096361,2.3121432898136285,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (ISJ),RELU,Bin 3,1,3,90%,0.7615384615384615,0.13189560153447885,2.302236462237519,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (ISJ),RELU,Bin 4,0,4,90%,0.7777777777777777,0.06625386599999376,1.7806792515104644,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (ISJ),RELU,Bin 5,4,5,90%,0.8222222222222222,0.05925925925925926,2.610547755342843,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=0.60),RELU,Overall,,,90%,0.8781954887218045,0.012030075187969924,2.614028350819774,0.1685571703975259,198.87023723027897,2.5979727506637573,0.7989086107867436,0.8028490028490027,0.029739004787919944,0.9544159544159545,0.1515669515669516,,3.265897062668678,0.21549484952801903,0.17555980036745816,0.050666301936627516,0.003992353958165926,0.0026356774890026412
diabetes,442,10,Local CQR (Fixed h=0.60),RELU,Bin 1,4,1,90%,0.8592592592592592,0.04319223625811335,2.6955572429157435,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=0.60),RELU,Bin 2,0,2,90%,0.8592592592592592,0.04913518207933924,2.1153044829765957,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=0.60),RELU,Bin 3,2,3,90%,0.874074074074074,0.01814436846506055,2.729207117248465,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=0.60),RELU,Bin 4,1,4,90%,0.8923076923076924,0.0784464540552736,2.7576263315643863,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=0.60),RELU,Bin 5,3,5,90%,0.9076923076923077,0.0713355268884285,2.7840625874443914,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=0.80),RELU,Overall,,,90%,0.9037593984962407,0.009974811399565119,2.7309880695620876,0.20633763638583952,207.74945023555023,2.688496619462967,0.6809696857151043,0.8333333333333333,0.030432365112767132,0.9772079772079773,0.14387464387464388,,3.198798784837687,0.19100455181899367,0.13146394098460962,0.06315567220126511,0.0031815813183334552,0.002002872984360413
diabetes,442,10,Local CQR (Fixed h=0.80),RELU,Bin 1,2,1,90%,0.8814814814814813,0.014814814814814791,2.763404232705081,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=0.80),RELU,Bin 2,0,2,90%,0.8814814814814815,0.04319223625811335,2.3383952455388175,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=0.80),RELU,Bin 3,1,3,90%,0.9076923076923077,0.057563959796522186,2.811889218596312,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=0.80),RELU,Bin 4,4,4,90%,0.9111111111111111,0.05543196128553988,2.8871754769925717,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=0.80),RELU,Bin 5,3,5,90%,0.9384615384615385,0.07133552688842848,2.8619219144949546,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.00),RELU,Overall,,,90%,0.9157894736842105,0.02443319820943145,2.8147299329813267,0.1876444569310012,214.17037542800682,2.7656004786491395,0.6345584714934578,0.8495726495726494,0.04738774795086877,0.9849002849002849,0.13532763532763534,,3.199571699329785,0.2720659796468247,0.09667862062971828,0.06352096688571787,0.004099528412918727,0.001849128704807539
diabetes,442,10,Local CQR (Fixed h=1.00),RELU,Bin 1,2,1,90%,0.8518518518518519,0.04684855792842045,2.745611277995286,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.00),RELU,Bin 2,1,2,90%,0.9,0.05217176910096361,2.810918029684287,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.00),RELU,Bin 3,0,3,90%,0.9259259259259259,0.04684855792842045,2.5068285479589747,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.00),RELU,Bin 4,3,4,90%,0.9461538461538461,0.05756395979652218,2.921116884167378,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.00),RELU,Bin 5,4,5,90%,0.9555555555555555,0.04319223625811335,3.0929740009484465,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.20),RELU,Overall,,,90%,0.9353383458646617,0.024982327407272412,2.868993324153405,0.17188580406730578,218.35235340774838,2.821202313899994,0.6050092156480835,0.8495726495726494,0.04738774795086877,1.0,0.15042735042735045,,3.2232647297749843,0.23781757728386974,0.07879476042740155,0.07248342277640876,0.005697194016282334,0.002190998247284967
diabetes,442,10,Local CQR (Fixed h=1.20),RELU,Bin 1,2,1,90%,0.8518518518518519,0.04684855792842045,2.7472558716932935,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.20),RELU,Bin 2,1,2,90%,0.9,0.06249260311258432,2.822387832632431,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.20),RELU,Bin 3,3,3,90%,0.9692307692307693,0.03768445758127964,2.9448383439045687,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.20),RELU,Bin 4,0,4,90%,0.9777777777777776,0.029629629629629634,2.650328682638981,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.20),RELU,Bin 5,4,5,90%,0.9777777777777779,0.029629629629629634,3.18123883538776,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.40),RELU,Overall,,,90%,0.9338345864661655,0.026646684431081737,2.8919401375646876,0.1547340502845897,220.1326045037851,2.8508734941482543,0.5821281524796923,0.8353276353276353,0.0523286676873794,1.0,0.16467236467236468,,3.259636585940992,0.23443214883273839,0.05011045857925106,0.06754351925064836,0.006259868020551779,0.0024763028814095115
diabetes,442,10,Local CQR (Fixed h=1.40),RELU,Bin 1,2,1,90%,0.8444444444444444,0.04319223625811336,2.716375784299992,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.40),RELU,Bin 2,1,2,90%,0.8923076923076924,0.07457969011409736,2.807959945156024,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.40),RELU,Bin 3,3,3,90%,0.9692307692307693,0.03768445758127964,2.953426613945227,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.40),RELU,Bin 4,0,4,90%,0.9777777777777776,0.029629629629629634,2.772449233465725,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.40),RELU,Bin 5,4,5,90%,0.9851851851851852,0.018144368465060606,3.208656010362837,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.60),RELU,Overall,,,90%,0.9353383458646617,0.025430878985395148,2.91607046160931,0.1628451605416189,221.98818468851195,2.883639520406723,0.5812033817566472,0.8353276353276353,0.0523286676873794,1.0,0.16467236467236468,,3.303206054227693,0.24183795763954063,0.011485136549058687,0.06511360814314122,0.006062337156354248,0.0022233293761694723
diabetes,442,10,Local CQR (Fixed h=1.60),RELU,Bin 1,2,1,90%,0.8518518518518519,0.04057204129667899,2.68022601891447,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.60),RELU,Bin 2,1,2,90%,0.8923076923076924,0.07457969011409736,2.791086524954209,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.60),RELU,Bin 3,3,3,90%,0.9692307692307693,0.03768445758127964,2.9512592317966315,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.60),RELU,Bin 4,0,4,90%,0.9777777777777776,0.029629629629629634,2.8725129208079094,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.60),RELU,Bin 5,4,5,90%,0.9851851851851852,0.018144368465060606,3.2819418646671155,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.80),RELU,Overall,,,90%,0.9353383458646617,0.025871654938474067,2.9337509810252294,0.1667531836502085,223.34214283674154,2.9027122616767884,0.596237131115617,0.8356125356125356,0.045240873484397065,1.0,0.1643874643874644,,3.3383489813795664,0.24883113924470393,-0.009450064008246873,0.07082122793535141,0.00591667275427959,0.0016136099320352357
diabetes,442,10,Local CQR (Fixed h=1.80),RELU,Bin 1,2,1,90%,0.8444444444444444,0.04319223625811336,2.632560901067875,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.80),RELU,Bin 2,1,2,90%,0.9,0.06249260311258432,2.783139875072699,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.80),RELU,Bin 3,3,3,90%,0.9692307692307693,0.03768445758127964,2.9432054540285697,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.80),RELU,Bin 4,0,4,90%,0.9777777777777776,0.029629629629629634,2.950850333659737,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=1.80),RELU,Bin 5,4,5,90%,0.9851851851851852,0.018144368465060606,3.3537703178547047,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=2.00),RELU,Overall,,,90%,0.9353383458646617,0.025871654938474067,2.9560856877188932,0.16918814452814207,225.06305163262647,2.925862669944763,0.6136553190955926,0.8356125356125356,0.045240873484397065,1.0,0.1643874643874644,,3.3754078512577186,0.2422663733226146,-0.04601290029709325,0.07125090968621754,0.006036525677551316,0.001462646249973462
diabetes,442,10,Local CQR (Fixed h=2.00),RELU,Bin 1,2,1,90%,0.8444444444444444,0.04319223625811336,2.6122036066320207,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=2.00),RELU,Bin 2,1,2,90%,0.9,0.06249260311258432,2.7675882149201176,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=2.00),RELU,Bin 3,3,3,90%,0.9615384615384617,0.04865042554105199,2.932004250700657,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=2.00),RELU,Bin 4,0,4,90%,0.9851851851851852,0.018144368465060606,3.0350667287906012,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=2.00),RELU,Bin 5,4,5,90%,0.9851851851851852,0.018144368465060606,3.425692344594885,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=2.20),RELU,Overall,,,90%,0.9338345864661655,0.026646684431081737,2.9501246626888,0.17870149757285372,224.63505745030247,2.9391641139984133,0.6383320700278595,0.8207977207977208,0.0547008547008547,1.0,0.1792022792022792,,3.405722079487672,0.25203050775513536,-0.06240902379828439,0.07783595830595218,0.006892492755740618,0.0015081737805031404
diabetes,442,10,Local CQR (Fixed h=2.20),RELU,Bin 1,2,1,90%,0.8296296296296296,0.05543196128553987,2.553085781689043,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=2.20),RELU,Bin 2,1,2,90%,0.9,0.06249260311258432,2.728080334342443,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=2.20),RELU,Bin 3,3,3,90%,0.9615384615384617,0.04865042554105199,2.914578114793851,,,,,,,,,26.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=2.20),RELU,Bin 4,4,4,90%,0.9851851851851852,0.018144368465060606,3.4746796550574124,,,,,,,,,27.0,,,,,,
diabetes,442,10,Local CQR (Fixed h=2.20),RELU,Bin 5,0,5,90%,0.9925925925925926,0.014814814814814836,3.070659024737499,,,,,,,,,27.0,,,,,,
california_housing,20640,8,Global CQR,RELU,Overall,,,90%,0.9006054734802615,0.0065679334055707035,1.5475412130355835,0.04209104723033984,1.7852699910699108,1.4774009227752685,1.47426016330719,0.8759938366718029,0.012231041704973302,0.9217559615525717,0.04576212488076894,,2.0844107627868653,0.06877894881949831,0.5568055391311646,0.21238538263416218,0.00034569581795315565,0.00016615568742824012
california_housing,20640,8,Global CQR,RELU,Bin 1,0,1,90%,0.8883777239709444,0.0110799624103124,1.7926323652267455,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Global CQR,RELU,Bin 2,3,2,90%,0.8983050847457628,0.012766514601902229,1.3872363090515136,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Global CQR,RELU,Bin 3,4,3,90%,0.8997578692493947,0.017382896945082375,1.3744875192642212,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Global CQR,RELU,Bin 4,2,4,90%,0.8998787878787878,0.026618137660723993,1.5897444009780883,,,,,,,,,825.0,,,,,,
california_housing,20640,8,Global CQR,RELU,Bin 5,1,5,90%,0.9167070217917676,0.0038589291647722506,1.593656635284424,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Silverman),RELU,Overall,,,90%,0.7845967546621458,0.00535583647378653,1.3482211978542942,0.033115467717726985,1.555349903861022,1.2415927024774254,1.5925792772930951,0.7434640839386601,0.010452563254748611,0.8171912832929783,0.07372719935431801,,2.6068159373806052,0.1097552770927877,0.49700059054634116,0.24316795170306918,0.014078777051181495,0.0009626631874173735
california_housing,20640,8,Local CQR (Silverman),RELU,Bin 1,4,1,90%,0.7694915254237288,0.03224614395077289,1.2037840731117995,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Silverman),RELU,Bin 2,2,2,90%,0.7813333333333332,0.023598726833722116,1.3809852257598059,,,,,,,,,825.0,,,,,,
california_housing,20640,8,Local CQR (Silverman),RELU,Bin 3,3,3,90%,0.7828087167070218,0.019105328372473494,1.2088261268997387,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Silverman),RELU,Bin 4,0,4,90%,0.7874092009685232,0.017720265824244078,1.5788761901551067,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Silverman),RELU,Bin 5,1,5,90%,0.8019370460048426,0.03125832030480936,1.3686740392383685,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Scott),RELU,Overall,,,90%,0.776749818357956,0.009365435922388544,1.3398821854732559,0.026158327805973127,1.5457253965997775,1.2268125154846963,1.5998866313112903,0.7394673123486684,0.010973626337651029,0.8084246826619708,0.06895737031330254,,2.6400641378091843,0.10442657403641846,0.4942914459142479,0.2435067140857076,0.015985676201140015,0.0021866417056977793
california_housing,20640,8,Local CQR (Scott),RELU,Bin 1,4,1,90%,0.7615012106537529,0.026667379955948436,1.197334565043399,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Scott),RELU,Bin 2,3,2,90%,0.772639225181598,0.025674994947819017,1.1936211530633165,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Scott),RELU,Bin 3,2,3,90%,0.7767272727272727,0.021415818497316642,1.376348706261801,,,,,,,,,825.0,,,,,,
california_housing,20640,8,Local CQR (Scott),RELU,Bin 4,0,4,90%,0.7801452784503632,0.025355610346873378,1.5707492858835495,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Scott),RELU,Bin 5,1,5,90%,0.7927360774818403,0.03141547349226745,1.3614013654444659,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (ISJ),RELU,Overall,,,90%,0.8781787357713732,0.005862784420881668,1.5018420837441528,0.05091367867905713,1.7325662328908575,1.427879904420677,1.4987795621220943,0.851044977621249,0.019421189752018005,0.9016447281532027,0.05059975053195394,,2.188219261169682,0.07041500305894939,0.5411901634987112,0.2207401775780735,0.00094219674354041,0.0006949529213966589
california_housing,20640,8,Local CQR (ISJ),RELU,Bin 1,0,1,90%,0.8675544794188861,0.01439812953735447,1.7344265387234963,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (ISJ),RELU,Bin 2,2,2,90%,0.8736969696969699,0.030331138479003827,1.5411869478440807,,,,,,,,,825.0,,,,,,
california_housing,20640,8,Local CQR (ISJ),RELU,Bin 3,3,3,90%,0.8774818401937047,0.011444360579270223,1.3540359362105252,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (ISJ),RELU,Bin 4,4,4,90%,0.8784503631961258,0.019560208647574562,1.3382517652002712,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (ISJ),RELU,Bin 5,1,5,90%,0.8937046004842616,0.017733494841259606,1.541356863749777,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=0.60),RELU,Overall,,,90%,0.893242915960281,0.009697742303977262,1.5262994225055888,0.04283748769086067,1.760739208139391,1.4344750046730042,1.4899914422003917,0.8694351749944971,0.013927432023124237,0.9150121065375304,0.04557693154303324,,2.0782308712779987,0.06922546117543961,0.5568401114191918,0.21222120426174934,0.0004480961949423097,0.0002898600250067457
california_housing,20640,8,Local CQR (Fixed h=0.60),RELU,Bin 1,4,1,90%,0.8799031476997579,0.017750017247565364,1.327534424507143,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=0.60),RELU,Bin 2,0,2,90%,0.888135593220339,0.010844646816735446,1.7976793036331145,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=0.60),RELU,Bin 3,3,3,90%,0.8907990314769976,0.01976593862659421,1.3612564290898792,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=0.60),RELU,Bin 4,2,4,90%,0.8943030303030304,0.02205128008003265,1.5729998881178484,,,,,,,,,825.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=0.60),RELU,Bin 5,1,5,90%,0.9130750605326877,0.00990666951354907,1.5720836052739207,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=0.80),RELU,Overall,,,90%,0.8953741826108017,0.008797844275429727,1.530283540540249,0.0413410718653677,1.7653418929569313,1.4443899109959601,1.4812303071056412,0.8718553085332745,0.012128422783092827,0.9149930295693007,0.04313772103602613,,2.07625645012415,0.06797990663040876,0.5584864894829387,0.21180706297697463,0.0003739613229615881,0.00018284449494208752
california_housing,20640,8,Local CQR (Fixed h=0.80),RELU,Bin 1,4,1,90%,0.8852300242130748,0.017366025256214137,1.3349291616006667,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=0.80),RELU,Bin 2,0,2,90%,0.8915254237288135,0.009642764044426065,1.8002610485765533,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=0.80),RELU,Bin 3,3,3,90%,0.8924939467312349,0.015302203689418849,1.366863354775281,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=0.80),RELU,Bin 4,2,4,90%,0.8943030303030304,0.023868633435437787,1.5736638206738065,,,,,,,,,825.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=0.80),RELU,Bin 5,1,5,90%,0.913317191283293,0.010735980279610344,1.575752835573889,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=1.00),RELU,Overall,,,90%,0.897069508355534,0.008524240916442499,1.535410551138205,0.04166261864938167,1.7712617961885933,1.4534098863601685,1.476813534882951,0.873543179983858,0.012060777996191978,0.9154775845623304,0.04193440457847233,,2.0803277557092414,0.06814324465265152,0.5575467565923733,0.212276480016967,0.0003492919006610622,0.00015912641973751872
california_housing,20640,8,Local CQR (Fixed h=1.00),RELU,Bin 1,4,1,90%,0.8878934624697337,0.017028523944326614,1.3465369287835176,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=1.00),RELU,Bin 2,0,2,90%,0.8934624697336562,0.01112221218194271,1.8010744724796055,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=1.00),RELU,Bin 3,3,3,90%,0.8941888619854721,0.013837512893200557,1.3713199707026775,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=1.00),RELU,Bin 4,2,4,90%,0.8972121212121212,0.025865655599222537,1.5774269777313772,,,,,,,,,825.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=1.00),RELU,Bin 5,1,5,90%,0.912590799031477,0.009104888947681937,1.58074527333839,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=1.20),RELU,Overall,,,90%,0.89842576895132,0.009338089328015374,1.5379517671508238,0.04199519215224918,1.7741954158860356,1.4600305706262589,1.4741366499844741,0.877417565485362,0.012242074320565718,0.9159430625871303,0.038525497101768266,,2.0811307004990445,0.06751974540434498,0.5576717320370433,0.21218865364092615,0.0003113695513629551,0.00013042353321220598
california_housing,20640,8,Local CQR (Fixed h=1.20),RELU,Bin 1,4,1,90%,0.8924939467312349,0.015321348202960173,1.3525754573687334,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=1.20),RELU,Bin 2,0,2,90%,0.8937046004842616,0.012308246999650201,1.7998599162540772,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=1.20),RELU,Bin 3,3,3,90%,0.8951573849878933,0.012688205817505002,1.3741817850079667,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=1.20),RELU,Bin 4,2,4,90%,0.8974545454545455,0.025328403174029512,1.578656100865882,,,,,,,,,825.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=1.20),RELU,Bin 5,1,5,90%,0.9133171912832928,0.008052440265528297,1.5845348551118368,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=1.40),RELU,Overall,,,90%,0.8991523371276339,0.008579933088102516,1.5398591409637234,0.04179890060340467,1.7764015229101688,1.467275822162628,1.4734193050836684,0.8784171986205884,0.012425184826904419,0.9169297820823245,0.03851258346173601,,2.0806487802849354,0.06760882806483351,0.5569781383095566,0.2126191531768614,0.00030365951029751915,0.00013006886844889123
california_housing,20640,8,Local CQR (Fixed h=1.40),RELU,Bin 1,0,1,90%,0.8924939467312349,0.012092000958047234,1.798413328203494,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=1.40),RELU,Bin 2,4,2,90%,0.8951573849878935,0.015998962263130075,1.3569424049320022,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=1.40),RELU,Bin 3,3,3,90%,0.8963680387409202,0.012962478270531897,1.3769914619337291,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=1.40),RELU,Bin 4,2,4,90%,0.8974545454545455,0.024079452202354454,1.5801811039006197,,,,,,,,,825.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=1.40),RELU,Bin 5,1,5,90%,0.9142857142857143,0.008045156283697895,1.586816221784532,,,,,,,,,826.0,,,,,,
california_housing,20640,8,Local CQR (Fixed h=1.60),RELU,Overall,,,90%,0.8996851537902641,0.007679198930151618,1.5412964627421935,0.04192071516274978,1.7780639539777596,1.4707427978515626,1.4732188357561904,0.8791438843642233,0.011937404885155059,0.9181222393425783,0.03897835497835498,,2.0798740062480965,0.06643342270973283,0.5572498800539119,0.21228208395883136,0.00029509252936860293,0.0001373142841926689
